category,cz_cec_doe,city_ind,utility,Freq,roof_sqft.x,OID,latitude,longitude,roof_sqft.y,floor_sqft,diff,month,n,min_io,min_irr,max_p,max_punmet,num_floors,in_over_out_mo,clp_index,clp_name,clp_multiplier,critical_load_pct,dur_index,dur_name,dur_duration,roof_sqft
Pri,6_3C,1,Southern California Edison,0.01,1655.672317,12366,34.28245672,-119.1821744,3108.04417,2200,1452.371854,7,1,NA,NA,NA,0.000233683,1.3,1.134936356,5,high,1.333333333,1.513248475,1,2 day,48,1700
W,9_3C,0,Southern California Edison,0.75,14812.45113,16061,34.27807411,-118.697889,15832.17146,14800,1019.720332,12,1,NA,4830,NA,NA,1,1.911487574,5,high,1.333333333,2.548650099,2,4 day,96,14800
W,15_3B,0,Southern California Edison,0.99,63974.19884,5745,33.72763343,-116.3068102,67084.44619,64000,3110.247356,12,1,NA,5340,NA,NA,1,2.09318215,4,high_medium,1,2.09318215,2,4 day,96,64000
Pri,10_3B,1,City of Riverside,0.5,52939.76874,698,33.95258068,-117.4180798,52746.5404,68800,193.2283376,7,1,NA,NA,NA,1.42E-06,1.3,1.000687751,2,low_medium,0.666666667,0.667125167,3,8 day,192,52900
Pri,12_3B,1,Sacramento Municipal Utility District,0.9,82302.16623,656,38.67788732,-121.1641535,84297.6366,107000,1995.470372,6,1,NA,NA,0.002322793,NA,1.3,0.695128132,5,high,1.333333333,0.926837509,1,2 day,48,82300
W,8_3B,0,Southern California Edison,0.01,1066.972869,9445,33.90274201,-118.2238316,1066.099966,1100,0.872902996,10,1,1.605678478,NA,NA,NA,1,1.605678478,2,low_medium,0.666666667,1.070452319,3,8 day,192,1100
W,12_3B,0,Sacramento Municipal Utility District,0.01,1066.972869,15059,38.42022166,-121.3926845,967.6531514,1100,99.31971788,1,2,1.322242671,3110,NA,NA,1,1.322242671,5,high,1.333333333,1.762990228,3,8 day,192,1100
CC,16_3B,0,Pacific Gas & Electric Company,0.25,6010.724309,14718,39.02001898,-120.8165401,5592.076184,6000,418.6481247,12,2,0.931722953,4180,NA,NA,1,0.931722953,5,high,1.333333333,1.242297271,3,8 day,192,6000
CC,16_3B,0,Southern California Edison,0.75,21253.63252,16524,35.16933435,-118.610737,15505.64272,21300,5747.989801,12,2,0.931722953,4180,NA,NA,1,0.931722953,3,medium,0.8,0.745378362,3,8 day,192,21300
W,9_3B,0,Southern California Edison,0.5,8158.175525,8761,34.13567735,-117.851994,8051.397574,8200,106.7779506,10,1,1.727401578,NA,NA,NA,1,1.727401578,3,medium,0.8,1.381921262,2,4 day,96,8200
Sec,6_3C,0,Southern California Edison,0.9,259158.6438,5670,34.43831232,-119.7877257,260135.5056,311000,976.8617776,12,1,NA,4790,NA,NA,1.2,0.891779366,3,medium,0.8,0.713423492,1,2 day,48,259200
Sec,3_3B,0,Pacific Gas & Electric Company,0.75,196445.8043,4980,37.92452649,-122.3288391,209061.4927,235700,12615.6885,12,1,NA,3430,NA,NA,1.2,0.682431729,1,low,0.5,0.341215865,3,8 day,192,196400
Sec,4_3C,0,Pacific Gas & Electric Company,0.9,259158.6438,14229,37.15986254,-121.6699876,249644.9169,311000,9513.726884,6,1,NA,NA,0.001878597,NA,1.2,0.918237601,3,medium,0.8,0.73459008,1,2 day,48,259200
Sec,4_3C,1,Pacific Gas & Electric Company,0.5,115160.0833,6293,37.41092617,-121.8700001,113056.8919,161200,2103.191423,12,2,0.632563291,3750,NA,NA,1.4,0.632563291,1,low,0.5,0.316281646,1,2 day,48,115200
Pri,7_3B,0,San Diego Gas & Electric,0.9,82302.16623,16714,32.62293961,-116.9581512,70643.8091,82300,11658.35713,6,1,NA,NA,0.002045399,NA,1,0.878603528,2,low_medium,0.666666667,0.585735685,1,2 day,48,82300
CC,8_3B,1,City of Anaheim Public Utilities Department,0.75,21253.63252,14632,33.82813681,-117.9785097,23700.80133,25500,2447.168815,10,1,0.617513789,NA,NA,NA,1.2,0.617513789,4,high_medium,1,0.617513789,2,4 day,96,21300
Sec,10_3B,0,Southern California Edison,0.01,1705.352786,15852,34.02906392,-117.3112863,6286.711131,2000,4581.358345,4,1,NA,NA,NA,0.000156801,1.2,1.088686627,4,high_medium,1,1.088686627,2,4 day,96,1700
Sec,10_3B,1,San Diego Gas & Electric,0.5,115160.0833,14450,32.96880625,-117.1250038,135694.4777,161200,20534.3944,4,1,NA,NA,NA,-0.000137871,1.4,0.933159966,4,high_medium,1,0.933159966,1,2 day,48,115200
W,4_3C,1,Pacific Gas & Electric Company,0.99,63974.19884,2314,37.2494507,-121.7759589,62206.63555,64000,1767.563287,5,1,NA,NA,NA,0.001097679,1,2.24408335,5,high,1.333333333,2.992111133,1,2 day,48,64000
Pri,8_3B,1,Los Angeles Department of Water & Power,0.1,12924.50181,518,33.9493303,-118.3171949,16082.19239,16800,3157.690574,7,1,NA,NA,NA,3.38E-05,1.3,1.017027759,3,medium,0.8,0.813622207,1,2 day,48,12900
CC,4_3C,0,Pacific Gas & Electric Company,0.75,21253.63252,8736,37.26706171,-122.0156895,21196.42232,21300,57.21019368,4,1,NA,NA,NA,0.00029935,1,1.191692687,3,medium,0.8,0.95335415,3,8 day,192,21300
W,14_3B,1,Southern California Edison,0.99,63974.19884,12498,34.46817639,-117.2416288,44573.40141,64000,19400.79742,12,1,NA,5660,NA,NA,1,2.409179158,5,high,1.333333333,3.212238877,2,4 day,96,64000
Pri,10_3B,0,San Diego Gas & Electric,0.75,67085.79308,136,32.84786932,-116.9956582,66579.40694,67100,506.3861397,8,1,NA,NA,NA,0.00048298,1,1.295677068,5,high,1.333333333,1.727569424,1,2 day,48,67100
W,11_3B,0,Sacramento Municipal Utility District,0.75,14812.45113,282,38.7281483,-121.2984082,19764.56419,14800,4952.113059,7,1,NA,NA,0.001375573,NA,1,1.555479696,1,low,0.5,0.777739848,2,4 day,96,14800
Pri,13_3B,1,Pacific Gas & Electric Company,0.9,82302.16623,13801,35.40475116,-118.9166835,83046.3575,107000,744.1912654,8,1,NA,NA,NA,-4.74E-05,1.3,0.978424664,4,high_medium,1,0.978424664,3,8 day,192,82300
Sec,13_3B,0,Pacific Gas & Electric Company,0.99,363477.3211,9303,35.2175511,-118.8360805,287341.1123,436200,76136.20883,1,2,0.633544125,3260,NA,NA,1.2,0.633544125,4,high_medium,1,0.633544125,1,2 day,48,363500
W,9_3B,0,Southern California Edison,0.25,4413.584968,8829,34.29607702,-118.431068,4495.157535,4400,81.5725679,4,1,NA,NA,NA,0.001067094,1,2.239876252,5,high,1.333333333,2.986501669,1,2 day,48,4400
Pri,13_3B,0,Southern California Edison,0.1,12924.50181,1618,36.2197956,-119.3404496,13123.81937,12900,199.3175523,8,1,NA,NA,NA,0.000459339,1,1.271952063,5,high,1.333333333,1.695936084,3,8 day,192,12900
CC,10_3B,0,Southern California Edison,0.01,1176.130698,301,33.67008792,-117.3363385,1021.739573,1200,154.3911242,3,1,NA,NA,NA,0.000265926,1,1.169811289,4,high_medium,1,1.169811289,2,4 day,96,1200
Pri,11_3B,0,Pacific Gas & Electric Company,0.01,1655.672317,18310,38.8987462,-121.0736045,7440.297275,1700,5784.624958,12,2,0.612592032,3220,NA,NA,1,0.612592032,1,low,0.5,0.306296016,1,2 day,48,1700
Sec,4_3C,1,Pacific Gas & Electric Company,0.99,363477.3211,2327,37.40127745,-122.1337047,355932.5466,508900,7544.774508,6,1,NA,NA,0.001878597,NA,1.4,0.7870608,1,low,0.5,0.3935304,1,2 day,48,363500
CC,16_4B,0,Pacific Gas & Electric Company,0.01,1176.130698,965,37.74809312,-119.58871,1286.180111,1200,110.0494132,3,1,NA,NA,NA,0.000702012,1,1.530045798,3,medium,0.8,1.224036638,2,4 day,96,1200
Sec,6_3C,1,Southern California Edison,0.75,196445.8043,12564,34.42904445,-119.6940745,217980.8538,275000,21535.04956,7,1,NA,NA,NA,0.000134807,1.4,1.073637796,5,high,1.333333333,1.431517061,2,4 day,96,196400
Sec,16_6B,0,Southern California Edison,0.01,1705.352786,7512,37.64089267,-118.9588173,1697.731921,2000,7.620865853,6,1,NA,NA,0.001659867,NA,1.2,0.992596669,2,low_medium,0.666666667,0.661731113,1,2 day,48,1700
W,12_3C,0,Pacific Gas & Electric Company,0.1,2543.392154,17438,37.69923171,-121.8339434,3425.483031,2500,882.0908764,5,1,NA,NA,NA,0.001114384,1,2.274566167,5,high,1.333333333,3.03275489,2,4 day,96,2500
W,8_3B,1,City of Anaheim Public Utilities Department,0.1,2543.392154,14711,33.84448092,-117.9267056,1847.260719,2500,696.1314356,10,1,1.605678478,NA,NA,NA,1,1.605678478,4,high_medium,1,1.605678478,2,4 day,96,2500
CC,4_3C,0,Pacific Gas & Electric Company,0.99,118774.7684,13746,36.21365248,-121.1259442,93311.53636,118800,25463.23208,4,1,NA,NA,NA,0.00029935,1,1.191692687,1,low,0.5,0.595846344,3,8 day,192,118800
Pri,16_6B,0,Pacific Gas & Electric Company,0.25,34543.24085,3157,38.76643808,-119.8091043,35049.655,34500,506.4141495,6,1,NA,NA,0.001902623,NA,1,1.039141576,4,high_medium,1,1.039141576,3,8 day,192,34500
Pri,16_6B,0,Southern California Edison,0,678.8926162,7468,38.56725648,-119.5091675,1206.85217,700,527.9595541,8,1,NA,NA,NA,0.000650496,1,1.468803174,1,low,0.5,0.734401587,3,8 day,192,700
CC,7_3B,0,San Diego Gas & Electric,0.9,35182.88873,195,32.67058234,-117.1041621,32351.32475,35200,2831.563973,12,1,NA,5140,NA,NA,1,0.994754842,4,high_medium,1,0.994754842,2,4 day,96,35200
Pri,12_3C,0,Pacific Gas & Electric Company,0.9,82302.16623,5261,37.68509988,-121.7418611,82077.11444,82300,225.051796,7,1,NA,NA,NA,0.000675072,1,1.46460895,1,low,0.5,0.732304475,3,8 day,192,82300
CC,16_4B,0,Southern California Edison,0.75,21253.63252,16454,37.36693782,-118.4223299,17518.0931,21300,3735.539423,1,1,NA,5040,NA,NA,1,1.123417149,1,low,0.5,0.561708575,3,8 day,192,21300
Sec,6_3B,1,Los Angeles Department of Water & Power,0.99,363477.3211,3517,33.95839114,-118.4290602,393284.4601,508900,29807.13898,6,1,NA,NA,0.001847866,NA,1.4,0.710371472,2,low_medium,0.666666667,0.473580981,3,8 day,192,363500
W,12_3B,1,Modesto Irrigation District,0.5,8158.175525,12935,37.69751396,-121.0113185,10658.47344,8200,2500.29792,7,1,NA,NA,0.001263176,NA,1,1.691586798,3,medium,0.8,1.353269438,1,2 day,48,8200
W,3_3C,1,Pacific Gas & Electric Company,0.25,4413.584968,2892,37.78321668,-122.4426296,4415.74622,4400,2.161252032,9,1,NA,NA,0.000832237,NA,1,1.786090589,5,high,1.333333333,2.381454119,2,4 day,96,4400
Sec,6_3B,0,San Diego Gas & Electric,0.75,196445.8043,16097,33.59349367,-117.7032821,197650.4865,235700,1204.682261,12,2,0.805290461,4520,NA,NA,1.2,0.805290461,1,low,0.5,0.40264523,3,8 day,192,196400
Sec,10_3B,0,San Diego Gas & Electric,0.9,259158.6438,15683,33.1297728,-117.040771,241426.3733,311000,17732.27048,4,1,NA,NA,NA,0.000156801,1.2,1.088686627,1,low,0.5,0.544343313,3,8 day,192,259200
W,12_3B,0,Turlock Irrigation District,0.5,8158.175525,4324,37.41129731,-120.8508047,8365.675186,8200,207.4996611,1,2,1.322242671,3110,NA,NA,1,1.322242671,1,low,0.5,0.661121335,2,4 day,96,8200
Pri,8_3B,0,Southern California Edison,0.5,52939.76874,1411,33.77762378,-117.9761209,52674.68405,52900,265.0846839,12,2,0.795639536,4670,NA,NA,1,0.795639536,4,high_medium,1,0.795639536,3,8 day,192,52900
CC,6_3C,1,Southern California Edison,0.25,6010.724309,4975,34.19314985,-119.1880822,4198.855589,7200,1811.86872,12,1,NA,4790,NA,NA,1.2,0.814235312,5,high,1.333333333,1.085647083,1,2 day,48,6000
Sec,12_3C,1,Pacific Gas & Electric Company,0.75,196445.8043,12363,37.67251771,-121.9184954,226791.9436,275000,30346.13939,7,1,NA,NA,NA,2.40E-05,1.4,1.011419254,2,low_medium,0.666666667,0.674279503,3,8 day,192,196400
W,9_3C,1,Southern California Edison,0.75,14812.45113,16152,34.21946813,-118.8761609,16582.78982,14800,1770.338689,10,1,1.905299885,NA,NA,NA,1,1.905299885,1,low,0.5,0.952649942,2,4 day,96,14800
W,9_3B,1,Los Angeles Department of Water & Power,0.99,63974.19884,15034,34.10108403,-118.3496687,57330.0212,64000,6644.177638,12,1,NA,4790,NA,NA,1,1.81030877,4,high_medium,1,1.81030877,1,2 day,48,64000
Coll,6_3B,1,Los Angeles Department of Water & Power,0.9,457404.7752,2786,33.78454116,-118.2838702,515999.4922,457400,58594.71707,4,1,NA,NA,NA,0.000546236,1,1.387254471,3,medium,0.8,1.109803577,3,8 day,192,457400
